website_link,college_name,course_name,course_duration,course_type,fees,seats
https://www.careers360.com/colleges/er-perumal-manimekalai-polytechnic-college-hosur/courses,"Er Perumal Manimekalai Polytechnic College, Hosur",Diploma in Civil Engineering,3 Years ,₹ ,NA,60
https://www.careers360.com/colleges/er-perumal-manimekalai-polytechnic-college-hosur/courses,"Er Perumal Manimekalai Polytechnic College, Hosur",Diploma in Computer Engineering,3 Years ,₹ ,NA,60
https://www.careers360.com/colleges/er-perumal-manimekalai-polytechnic-college-hosur/courses,"Er Perumal Manimekalai Polytechnic College, Hosur",Diploma in Electronics and Communication Engineering,3 Years ,₹ ,NA,60
https://www.careers360.com/colleges/er-perumal-manimekalai-polytechnic-college-hosur/courses,"Er Perumal Manimekalai Polytechnic College, Hosur",Diploma in Electrical and Electronics Engineering,3 Years ,₹ ,NA,60
https://www.careers360.com/colleges/er-perumal-manimekalai-polytechnic-college-hosur/courses,"Er Perumal Manimekalai Polytechnic College, Hosur",Diploma in Chemical Engineering,3 Years ,₹ ,NA,60
https://www.careers360.com/colleges/dr-nallini-institute-of-engineering-and-technology-tirupur/courses,"Dr Nallini Institute of Engineering and Technology, Tirupur",BE Mechanical Engineering,4 Years ,Full time," ,₹ ,2.80 L",30
https://www.careers360.com/colleges/dr-nallini-institute-of-engineering-and-technology-tirupur/courses,"Dr Nallini Institute of Engineering and Technology, Tirupur",BE Electronics and Communication Engineering,4 Years ,Full time," ,₹ ,2.80 L",30
https://www.careers360.com/colleges/dr-nallini-institute-of-engineering-and-technology-tirupur/courses,"Dr Nallini Institute of Engineering and Technology, Tirupur",BE Electrical and Electronics Engineering,4 Years ,Full time," ,₹ ,2.80 L",30
https://www.careers360.com/colleges/dr-nallini-institute-of-engineering-and-technology-tirupur/courses,"Dr Nallini Institute of Engineering and Technology, Tirupur",BE Computer Science and Engineering,4 Years ,Full time," ,₹ ,2.80 L",30
https://www.careers360.com/colleges/dr-nallini-institute-of-engineering-and-technology-tirupur/courses,"Dr Nallini Institute of Engineering and Technology, Tirupur",BE Civil Engineering,4 Years ,Full time," ,₹ ,2.80 L",NA
https://www.careers360.com/colleges/elumalaiyan-polytechnic-college-kollumangudi/courses,"Elumalaiyan Polytechnic College, Kollumangudi",Diploma in Mechanical Engineering,3 Years ,Full time,NA,120
https://www.careers360.com/colleges/elumalaiyan-polytechnic-college-kollumangudi/courses,"Elumalaiyan Polytechnic College, Kollumangudi",Diploma in Civil Engineering,3 Years ,Full time,NA,60
https://www.careers360.com/colleges/elumalaiyan-polytechnic-college-kollumangudi/courses,"Elumalaiyan Polytechnic College, Kollumangudi",Diploma in Electrical and Electronics Engineering,3 Years ,Full time,NA,60
https://www.careers360.com/colleges/elumalaiyan-polytechnic-college-kollumangudi/courses,"Elumalaiyan Polytechnic College, Kollumangudi",Diploma in Electronics and Communication Engineering,3 Years ,Full time," ,₹ ,65.10 K",60
https://www.careers360.com/colleges/elumalaiyan-polytechnic-college-kollumangudi/courses,"Elumalaiyan Polytechnic College, Kollumangudi",Diploma in Computer Engineering,3 Years ,Full time,NA,60
https://www.careers360.com/colleges/eit-polytechnic-college-erode/courses,"Eit Polytechnic College, Erode",Diploma in Textile Processing,3 Years ,Full time,NA,60
https://www.careers360.com/colleges/eit-polytechnic-college-erode/courses,"Eit Polytechnic College, Erode",Diploma in Electrical and Electronics Engineering,3 Years ,Full time,NA,60
https://www.careers360.com/colleges/eit-polytechnic-college-erode/courses,"Eit Polytechnic College, Erode",Diploma in Electronics and Communication Engineering,3 Years ,Full time,NA,60
https://www.careers360.com/colleges/eit-polytechnic-college-erode/courses,"Eit Polytechnic College, Erode",Diploma in Mechanical Engineering,3 Years ,Full time,NA,60
https://www.careers360.com/colleges/eit-polytechnic-college-erode/courses,"Eit Polytechnic College, Erode",Diploma in Textile Technology,3 Years ,Full time,NA,60
https://www.careers360.com/colleges/eit-polytechnic-college-erode/courses,"Eit Polytechnic College, Erode",Diploma in Knitting Technology,3 Years ,Full time,NA,60
https://www.careers360.com/colleges/everest-polytechnic-college-tirunelveli/courses,"Everest Polytechnic College, Tirunelveli",Diploma in Electronics and Communication Engineering,3 Years ,Full time,NA,60
https://www.careers360.com/colleges/everest-polytechnic-college-tirunelveli/courses,"Everest Polytechnic College, Tirunelveli",Diploma in Electrical and Electronics Engineering,3 Years ,Full time,NA,60
https://www.careers360.com/colleges/everest-polytechnic-college-tirunelveli/courses,"Everest Polytechnic College, Tirunelveli",Diploma in Mechanical Engineering,3 Years ,Full time,NA,60
https://www.careers360.com/colleges/everest-polytechnic-college-tirunelveli/courses,"Everest Polytechnic College, Tirunelveli",Diploma in Civil Engineering,3 Years ,Full time,NA,30
https://www.careers360.com/colleges/everest-polytechnic-college-tirunelveli/courses,"Everest Polytechnic College, Tirunelveli",Diploma in Computer Engineering,3 Years ,Full time,NA,30
https://www.careers360.com/colleges/erode-institute-of-chemical-technology-polytechnic-college-avinashi/courses,"Erode Institute of Chemical Technology Polytechnic College, Avinashi",Diploma in Chemical Engineering,3 Years ,Full time,NA,NA
https://www.careers360.com/colleges/erode-institute-of-chemical-technology-polytechnic-college-avinashi/courses,"Erode Institute of Chemical Technology Polytechnic College, Avinashi",Diploma in Petrochemical Engineering,3 Years ,Full time,NA,NA
https://www.careers360.com/colleges/erode-institute-of-chemical-technology-polytechnic-college-avinashi/courses,"Erode Institute of Chemical Technology Polytechnic College, Avinashi",Diploma in Automobile Engineering,3 Years ,Full time,NA,NA
https://www.careers360.com/colleges/erode-institute-of-chemical-technology-polytechnic-college-avinashi/courses,"Erode Institute of Chemical Technology Polytechnic College, Avinashi",Diploma in Computer Engineering,3 Years ,Full time,NA,NA
https://www.careers360.com/colleges/erode-institute-of-chemical-technology-polytechnic-college-avinashi/courses,"Erode Institute of Chemical Technology Polytechnic College, Avinashi",Diploma in Electrical and Electronics Engineering,3 Years ,Full time,NA,NA
https://www.careers360.com/colleges/erode-institute-of-chemical-technology-polytechnic-college-avinashi/courses,"Erode Institute of Chemical Technology Polytechnic College, Avinashi",Diploma in Apparel Technology,3 Years ,Full time,NA,NA
https://www.careers360.com/colleges/erode-institute-of-chemical-technology-polytechnic-college-avinashi/courses,"Erode Institute of Chemical Technology Polytechnic College, Avinashi",Diploma in Textile Processing,3 Years ,Full time,NA,NA
https://www.careers360.com/colleges/erode-institute-of-chemical-technology-polytechnic-college-avinashi/courses,"Erode Institute of Chemical Technology Polytechnic College, Avinashi",Diploma in Mechanical Engineering,3 Years ,Full time,NA,NA
https://www.careers360.com/colleges/erode-institute-of-chemical-technology-polytechnic-college-avinashi/courses,"Erode Institute of Chemical Technology Polytechnic College, Avinashi",Diploma in Electronics and Communication Engineering,3 Years ,Full time,NA,NA
https://www.careers360.com/colleges/elumalai-polytechnic-college-villupuram/courses,"Elumalai Polytechnic College, Villupuram",Diploma in Mechanical Engineering,3 Years ,Full time,NA,180
https://www.careers360.com/colleges/elumalai-polytechnic-college-villupuram/courses,"Elumalai Polytechnic College, Villupuram",Diploma in Civil Engineering,3 Years ,Full time,NA,120
https://www.careers360.com/colleges/elumalai-polytechnic-college-villupuram/courses,"Elumalai Polytechnic College, Villupuram",Diploma in Electrical and Electronics Engineering,3 Years ,Full time,NA,120
https://www.careers360.com/colleges/elumalai-polytechnic-college-villupuram/courses,"Elumalai Polytechnic College, Villupuram",Diploma in Computer Engineering,3 Years ,Full time,NA,60
https://www.careers360.com/colleges/elumalai-polytechnic-college-villupuram/courses,"Elumalai Polytechnic College, Villupuram",Diploma in Automobile Engineering,3 Years ,Full time,NA,60
https://www.careers360.com/colleges/elumalai-polytechnic-college-villupuram/courses,"Elumalai Polytechnic College, Villupuram",Diploma in Electronics and Communication Engineering,3 Years ,Full time,NA,60
https://www.careers360.com/colleges/elumalai-polytechnic-college-villupuram/courses,"Elumalai Polytechnic College, Villupuram",Diploma in Three D Animation and Graphics Engineering,3 Years ,Full time," ,₹ ,1.09 L",60
https://www.careers360.com/colleges/erode-sengunthar-engineering-college-thudupathi/courses,"Erode Sengunthar Engineering College, Thudupathi",B.Tech Information Technology,4 Years ,Full time," ,₹ ,2.05 L",120
https://www.careers360.com/colleges/erode-sengunthar-engineering-college-thudupathi/courses,"Erode Sengunthar Engineering College, Thudupathi",B.Tech Artificial Intelligence and Data Science Engineering,4 Years ,Full time,NA,120
https://www.careers360.com/colleges/erode-sengunthar-engineering-college-thudupathi/courses,"Erode Sengunthar Engineering College, Thudupathi",BE Computer Science and Engineering,4 Years ,Full time," ,₹ ,2.05 L",120
https://www.careers360.com/colleges/erode-sengunthar-engineering-college-thudupathi/courses,"Erode Sengunthar Engineering College, Thudupathi",BE Electronics and Communication Engineering,4 Years ,Full time," ,₹ ,2.05 L",120
https://www.careers360.com/colleges/erode-sengunthar-engineering-college-thudupathi/courses,"Erode Sengunthar Engineering College, Thudupathi",B.Tech Chemical Engineering,4 Years ,Full time," ,₹ ,2.25 L",90
https://www.careers360.com/colleges/erode-sengunthar-engineering-college-thudupathi/courses,"Erode Sengunthar Engineering College, Thudupathi",BE Electrical and Electronics Engineering,4 Years ,Full time," ,₹ ,2.05 L",60
https://www.careers360.com/colleges/erode-sengunthar-engineering-college-thudupathi/courses,"Erode Sengunthar Engineering College, Thudupathi",BE Biomedical Engineering,4 Years ,Full time," ,₹ ,2.05 L",60
https://www.careers360.com/colleges/erode-sengunthar-engineering-college-thudupathi/courses,"Erode Sengunthar Engineering College, Thudupathi",BE Agricultural Engineering,4 Years ,Full time,NA,60
https://www.careers360.com/colleges/erode-sengunthar-engineering-college-thudupathi/courses,"Erode Sengunthar Engineering College, Thudupathi",MCA,3 Years ,Full time," ,₹ ,1.35 L",60
https://www.careers360.com/colleges/erode-sengunthar-engineering-college-thudupathi/courses,"Erode Sengunthar Engineering College, Thudupathi",BE Mechanical Engineering,4 Years ,Full time," ,₹ ,2.25 L",60
https://www.careers360.com/colleges/erode-sengunthar-engineering-college-thudupathi/courses,"Erode Sengunthar Engineering College, Thudupathi",MBA,2 Years ,Full time," ,₹ ,90.00 K",60
https://www.careers360.com/colleges/erode-sengunthar-engineering-college-thudupathi/courses,"Erode Sengunthar Engineering College, Thudupathi",BE Mechanical Engineering Tamil Medium,4 Years ,Full time," ,₹ ,2.25 L",60
https://www.careers360.com/colleges/erode-sengunthar-engineering-college-thudupathi/courses,"Erode Sengunthar Engineering College, Thudupathi",BE Computer Science and Design,4 Years ,Full time,NA,60
https://www.careers360.com/colleges/erode-sengunthar-engineering-college-thudupathi/courses,"Erode Sengunthar Engineering College, Thudupathi",BE Civil Engineering,4 Years ,Full time," ,₹ ,2.25 L",30
https://www.careers360.com/colleges/erode-sengunthar-engineering-college-thudupathi/courses,"Erode Sengunthar Engineering College, Thudupathi",BE Electronics and Instrumentation Engineering,4 Years ,Full time," ,₹ ,2.05 L",30
https://www.careers360.com/colleges/erode-sengunthar-engineering-college-thudupathi/courses,"Erode Sengunthar Engineering College, Thudupathi",ME Environmental Engineering,2 Years ,Full time," ,₹ ,1.20 L",30
https://www.careers360.com/colleges/erode-sengunthar-engineering-college-thudupathi/courses,"Erode Sengunthar Engineering College, Thudupathi",BE Robotics and Automation Engineering,4 Years ,Full time,NA,30
https://www.careers360.com/colleges/erode-sengunthar-engineering-college-thudupathi/courses,"Erode Sengunthar Engineering College, Thudupathi",ME Industrial Safety Engineering,2 Years ,Full time," ,₹ ,1.20 L",30
https://www.careers360.com/colleges/erode-sengunthar-engineering-college-thudupathi/courses,"Erode Sengunthar Engineering College, Thudupathi",ME Computer Science and Engineering,2 Years ,Full time," ,₹ ,1.20 L",18
https://www.careers360.com/colleges/erode-sengunthar-engineering-college-thudupathi/courses,"Erode Sengunthar Engineering College, Thudupathi",M.Tech Chemical Engineering,2 Years ,Full time," ,₹ ,1.20 L",18
https://www.careers360.com/colleges/erode-kongu-college-of-polytechnic-erode/courses,"Erode Kongu College of Polytechnic, Erode",Diploma in Mechanical Engineering,3 Years ,Full time,NA,96
https://www.careers360.com/colleges/erode-kongu-college-of-polytechnic-erode/courses,"Erode Kongu College of Polytechnic, Erode",Diploma in Computer Engineering,3 Years ,Full time,NA,48
https://www.careers360.com/colleges/erode-kongu-college-of-polytechnic-erode/courses,"Erode Kongu College of Polytechnic, Erode",Diploma in Automobile Engineering,3 Years ,Full time,NA,48
https://www.careers360.com/colleges/erode-kongu-college-of-polytechnic-erode/courses,"Erode Kongu College of Polytechnic, Erode",Diploma in Electrical and Electronics Engineering,3 Years ,Full time,NA,48
https://www.careers360.com/colleges/erode-kongu-college-of-polytechnic-erode/courses,"Erode Kongu College of Polytechnic, Erode",Diploma in Civil Engineering,3 Years ,Full time,NA,24
https://www.careers360.com/colleges/erode-kongu-college-of-polytechnic-erode/courses,"Erode Kongu College of Polytechnic, Erode",Diploma in Electronics and Communication Engineering,3 Years ,Full time,NA,24
https://www.careers360.com/colleges/excel-polytechnic-college-namakkal/courses,"Excel Polytechnic College, Namakkal",Diploma in Mechanical Engineering,3 Years ,Full time,NA,240
https://www.careers360.com/colleges/excel-polytechnic-college-namakkal/courses,"Excel Polytechnic College, Namakkal",Diploma in Electrical and Electronics Engineering,3 Years ,Full time,NA,120
https://www.careers360.com/colleges/excel-polytechnic-college-namakkal/courses,"Excel Polytechnic College, Namakkal",Diploma in Fire Technology and Safety,3 Years ,Full time,NA,60
https://www.careers360.com/colleges/excel-polytechnic-college-namakkal/courses,"Excel Polytechnic College, Namakkal",Diploma in Chemical Technology,3 Years ,Full time,NA,60
https://www.careers360.com/colleges/excel-polytechnic-college-namakkal/courses,"Excel Polytechnic College, Namakkal",Diploma in Civil Engineering,3 Years ,Full time,NA,60
https://www.careers360.com/colleges/excel-polytechnic-college-namakkal/courses,"Excel Polytechnic College, Namakkal",Diploma in Technician X Ray Technology,3 Years ,Full time,NA,60
https://www.careers360.com/colleges/excel-polytechnic-college-namakkal/courses,"Excel Polytechnic College, Namakkal",Diploma in Electronics and Communication Engineering,3 Years ,Full time,NA,60
https://www.careers360.com/colleges/excel-polytechnic-college-namakkal/courses,"Excel Polytechnic College, Namakkal",Diploma in Automobile Engineering,3 Years ,Full time,NA,60
